Fecha;Comprobante;Proveedor;Descripcion producto;Importe;Moneda;Gerencia;Tipocompra
17/1/2023;OC-00012712;La Esquina del Neumatico S.A.;ORDEN DE COMPRA ABIERTA PARA SERVICIO VARIOS DE GOMERIA PARA FLOTA BENAVIDEZ (DISTANCIA MAX 10 KM);$ 350.000,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
17/1/2023;OC-00012711;KYOTO AUTOMOTORES SA;AF217VT - SERVICE 50000 KM + ALIN ROT Y BAL - POSADAS-NISSAN FRONTIER CD S 2.3 D 4X4 MT - CUPULA--2022-8ANBD33B0NL168820-GARANTIA;$ 49.100,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso F
17/1/2023;OC-00012714;CABALLITO CARS SA;AF287KK - SERVICE 30000 KM + ALIN ROT Y BAL - BENAVIDEZ-NISSAN FRONTIER CD S 2.3 D 4X4 MT - CUPULA--2022-8ANBD33B7NL158236 -GARANTIA;$ 96.100,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso F
17/1/2023;OC-00012715;CABALLITO CARS SA;AF234XZ - SERVICE 60000 KM + ALIN ROT Y BAL - BENAVIDEZ-NISSAN FRONTIER CD S 2.3 D 4X4 MT - CUPULA--2022-8ANBD33B4NL168819-GARANTIA;$ 96.100,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso F
17/1/2023;OC-00012716;CABALLITO CARS SA;AF287KZ - SERVICE 30000 KM + ALIN ROT Y BAL - BENAVIDEZ-NISSAN FRONTIER CD S 2.3 D 4X4 MT--2022-8ANBD33B8NL168824-GARANTIA;$ 96.100,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso F
17/1/2023;OC-00012717;Fundacion Universidad Catolica Argentina UCA ;Capacitación UCA - Desarrollo de Competencias para Potenciar Equipos - Todo s/ Memo GDE y especificaciones adjuntas;$ 785.000,00;Pesos;Subgerencia de RRHH y RSE;Contratacion directa - Inciso B
17/1/2023;OC-00012718;Nacion Seguros S.A.;Resp. Civil Tanques de Combustible ;$ 18.549,96;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso K
17/1/2023;OC-00012719;ECOTEC CONSULTORES S.A.;INSPECCION ANUAL DE RECIPIENTES SOMETIDOS A PRESION EN LA ETB, de acuerdo a pliego de especificaciones;$ 260.082,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
17/1/2023;OC-00012713;ECOBAT S.R.L;20/12/22 a 20/01/23;$ 20.570,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
17/1/2023;OC-00012710;SUPERMERCADOS MAYORISTAS MAKRO SA;ENDUL DULKRE CJ X500SB X0,8G;$ 44.799,68;Pesos;Subgerencia de Servicios Corporativos y Logistica;
18/1/2023;OC-00012722;Victor Masson Transporte Cruz del Sur S.A.;Empresa que realice el Servicio terrestre de Transporte y Distribución de mercadería propiedad de ARSAT dentro del Territorio Nacional.;$ 9.000.000,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso A
18/1/2023;OC-00012723;OCA LOG  S.A. - EX COMPAÑIA MULTIMODAL LOGISTICA SA;Empresa que realice el Servicio terrestre de Transporte y Distribución de mercadería propiedad de ARSAT dentro del Territorio Nacional.;$ 9.000.000,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso A
18/1/2023;OC-00012727;COMPAÑÍA AMERICANA S.A.;Instalación de redes anti paloma en octogonal central del techo de los edificios  administrativo 1 y 2;$ 6.279,00;Dólares;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
18/1/2023;OC-00012731;MEGARED DISPOSITIVOS ELECTRONICOS SRL;Cargadores de batería Megared PCM 812;$ 16.266,60;Dólares;Subgerencia de Servicios de Transporte Audiovisual y Satelitales;Compras Menores
18/1/2023;OC-00012724;FIANI AUTOMOTORES SA;AF287KN - Service 30000 km con rotacion alineacion y balanceo- Salta-NISSAN FRONTIER CD S 2.3 D 4X4 MT--2022-8ANBD33B4NL195549 -GARANTIA;$ 75.500,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso F
18/1/2023;OC-00012728;KYOTO AUTOMOTORES SA;AF234YL - SERVICE 30000 KM + ALIN ROT Y BAL - CORRIENTES -NISSAN FRONTIER CD S 2.3 D 4X4 MT--2022-8ANBD33B7NL158298-GARANTIA;$ 69.900,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso F
18/1/2023;OC-00012732;CPS COMUNICACIONES METROTEL;ABONO MENSUAL - Enlace L2L de 300 Mbps entre Av. del Libertador 498 Piso 14, CABA (Torre Prourban) y Av. Gral. J.D. Perón 7934, Benavidez, Bs.As. (Estación Terrena Benavidez) - Contratación a 12 meses (Ene-2023 a Dic-2023);$ 566.280,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
18/1/2023;OC-00012720;SAN JUAN 824 S.R.L.;AF287KO - Provision de 4 cubiertas 255 70 R16 modelos FATE RR MT ó Pirelli scorpion MTR o Goodyear Wrangler Duratrac (modelos especiales para uso en norte del pais) - JUJUY o BENAVIDEZ-NISSAN FRONTIER CD S 2.3 D 4X4 MT--2022-8ANBD33B1NL204224 -GARANTIA;$ 642.800,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
18/1/2023;OC-00012721;Line Up SA;AD803LV - SERVICE 100000 KM + ALIN ROT Y BAL - TUCUMAN-TOYOTA HILUX 4X4 C/S DX 2.4 TDI 6 M/T--2019-8AJFB8CB4L1559211-GARANTIA;$ 73.000,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso F
19/1/2023;OC-00012733;ORGANIZACION DE ESTADOS IBEROAMERICANOS PARA LA EDUCACION LA CIENCIA Y LA CULTURA - OEI;Prestación de apoyo Administrativo por parte de la OIE a Arsat;$ 60.000.000,00;Pesos;Gerencia de Relaciones Institucionales;Contratacion directa - Inciso B
19/1/2023;OC-00012734;ACTUAL PARTNER S.R.L.;Bidones de Agua ;$ 1.707.552,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
19/1/2023;OC-00012735;DESTEFANO NORA EDITH - NEUMATICOS CENTRO;Cubiertas para Niisan Frontier 255 70 R16  Fate o Pirelli  ATR o superior -Benavidez;$ 2.688.000,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
20/1/2023;OC-00012738;AUTOMOTORES GRAL. SAN MARTIN S.A. (AGSM);AD027DV - PASTILLAS DE FRENO + DISCOS , CARTER , COLOCACION DE CHAPON + EMBELLECEDOR + CARTER + ASPIRADOR (SEGÚN PTO ADJUNTO) + ESCOBILLAS + REPUESTO ESPEJO LADO COND - SAN LUIS-PEUGEOT PARTNER FURGON CONFORT 1.6 2P-708414 111509 118 03-2018-8AEGC9HPAJG530403-;$ 339.140,76;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
20/1/2023;OC-00012739;SERVICIOS MECANICOS SRL;AF287KM - SERVICE 30000 km + ALIN ROT Y BAL - FORMOSA -NISSAN FRONTIER CD S 2.3 D 4X4 MT--2022-8ANBD33B0NL168848 -GARANTIA;$ 92.900,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso F
20/1/2023;OC-00012740;Marcelo Brachetta - BATERIAS BRACHETTA;Compra de 1 (una) batería para G.E. REFEFO - SANTA FE;$ 49.928,73;Pesos;Gerencia de Operaciones Terrestres;
23/1/2023;OC-00012742;BIMONT SRL - Bimont;"Conjunto de ventilación	LÍNEA:	BANDEJA FANCOIL	Modelo:	BFC 8815MP DUPLEX C/ROTOR 270X75+75X12.7 C/M MONOF DOBLE EJE 1/2HP DAVICA FI6551 C/BANDEJA DE 1000X310MM CHAPA SAE1010 PINT. EPOXI NEGRA HORNEADO 200º DISEÑO BIMONT";$ 2.834.667,00;Pesos;Subgerencia de Servicios de Transporte Audiovisual y Satelitales;Compras Menores
23/1/2023;OC-00012743;BANCHIK AUTOMOTORES SA;AB263RJ - PROVISION Y REEMPLAZO DE TENSOR MOVIL + CORREA MULTICANAL + TENSOR FIJO GRANDE Y CHICO - GUALEGUAYCHU-FORD RANGER DC 4x4 XL 2.2L D--2017-8AFAR23J2HJ007301-;$ 146.100,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
23/1/2023;OC-00012744;VECHER S.A.;"Bidón chato para combustible -Antiestático -Capacidad: 8 L -Pico vertedor -Traba de seguridad -Color: Rojo  -	Resistencia: 120 Kg de impacto -Manijas: 2 -Ojal Central para soporte de sujeción -Peso: 2 Kg en vacío 	Tamaño: 36cm x 26cm x 13cm - Tipo de cierre: hermético -Fabricado en plástico Alta Densidad HDPE";$ 797.682,60;Pesos;Subgerencia de Servicios de Transporte Audiovisual y Satelitales;Compras Menores
23/1/2023;OC-00012745;NIX SA;AF217VU - SERVICE 30000 KM + ALIN ROT Y BAL - CORDOBA-NISSAN FRONTIER CD S 2.3 D 4X4 MT --2022-8ANBD33B0NL168817-GARANTIA;$ 88.000,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso F
23/1/2023;OC-00012746;ALVAREZ JUAN MANUEL ( INGENIEROS CONSULTORES & ASOC. );Confección de la Declaración Jurada de la Renovación como Generador de Residuos Especiales en  un todo de acuerdo a la ley N ° 11.720, Dto. Reg. N° 806/97 y los lineamientos de la Res. N ° 797/00.;$ 42.300,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
24/1/2023;OC-00012750;INDUGROUP S.A.;AD404CP - 2 CUBIERTAS TIPO BRIDGESTONE R268 275/80R 22,5 RADIAL - BENAVIDEZ-IVECO TECTOR 170E28T MLL--2019-8ATM1RMHOKX108756-;$ 240.500,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
24/1/2023;OC-00012751;NIX SA;AF287KQ - SERVICE 20000 KM + ALIN ROT Y BAL - CORDOBA-NISSAN FRONTIER CD S 2.3 D 4X4 MT--2022-8ANBD33B3NL168813 -GARANTIA;$ 65.207,25;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso F
24/1/2023;OC-00012753;KYOTO AUTOMOTORES SA;AF217VP - SERVICE 20000 KM + ALIN ROT Y BAL - RESISTENCIA-NISSAN FRONTIER CD S 2.3 D 4X4 MT - CUPULA--2022-8ANBD33B1NL168857-GARANTIA;$ 4.300,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso F
24/1/2023;OC-00012755;SOFRE DIGITAL SA;Aceptación Proyecto – Kick Off;$ 163.350,00;Dólares;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso B
24/1/2023;OC-00012752;VIALFLOREZ;AC787OX - CERTIFICACION DE CUPULA PARA VTV - BENAVIDEZ;$ 36.300,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
25/1/2023;OC-00012756;R1 Bahia Blanca S.A.;LEU456 - PROVISION Y REEMPLAZO DE KIT DE EMBRAGUE Y DISTRIBUCION COMPLETAS - BAHIA BLANCA-RENAULT MASTER PH3 DCI 120 L--2012-93YADC1D6CJ133052-;$ 452.894,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
26/1/2023;OC-00012757;SURISAN SA;AF234YH - SERVICE 40000 KM + ALIN ROT Y BAL - COMODORO RIVADAVIA -NISSAN FRONTIER CD S 2.3 D 4X4 MT--2022-8ANBD33B2NL168818-GARANTIA;$ 84.365,69;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso F
26/1/2023;OC-00012760;LAGLAIVE HNOS.S.R.L.;Reparacion y poda de Arboles;$ 214.998,85;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
26/1/2023;OC-00012761;NUEVOS RUMBOS S.R.L. DR. FIX MECÁNICA INTEGRAL;AC787OZ - PROV Y REEMPLAZO DE BUJES D PARR SUP + AMORT DEL + JUEGO DE PASTILLAS, RECTIF CAMPANAS, ENCINTADO DE PATINES + ALIN Y BAL + CORREC COMBA - SALTA-CHEVROLET S10 2.8TD 4X4 DC LT L17--2018-9BG148FK0JC446749-;$ 297.598,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
26/1/2023;OC-00012762;DESTEFANO NORA EDITH - NEUMATICOS CENTRO;AF234YJ - PROVISION DE 4 CUBIERTAS TIPO PIRELLI SCORPION MTR 245/70 16 O SIMILAR - RIO GALLEGOS-NISSAN FRONTIER CD S 2.3 D 4X4 MT - CUPULA--2022-8ANBD33B3NL168875-GARANTIA;$ 408.000,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
26/1/2023;OC-00012758;LVX   SRL;(LVX12042) AVEVA System Platform 2020 Starter 1 Client 5K IO/500 History - Application Server 5K IO, Historian Standard 500 Tag, 1 Communication Drivers Standard, 1 Supervisory Client with Historian Client Desktop, 1 Historian Client Web;$ 9.676,59;Dólares;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso B
26/1/2023;OC-00012763;GOLDSTEIN AUTOMOTORES S.A.C.I.;AB973TS - REGENERACION DEL FILTRO DE PARTICULAS - MENDOZA-FORD RANGER DC 4x4 XL 2.2L D--2017-8AFAR23K2JJ044623-GARANTIA;$ 24.000,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
27/1/2023;OC-00012764;Establecimiento CAPORASO S.A.C.I.F.I y A - CAPORASO;ESCRITORIO GERENCIAL 1,60 x 0,80m con extensión de mueble lateral. Tapa de melamina 25mm. Faldón melamina 18mm. Tapa rebatible pasacable lateral 35cm de largo. Cajón laminado con bastidor portatomas inclinado. Mueble auxiliar de 1,54m x 0,46m x 0,573m con cajonera. 3 cajones (con llave). Espacio para CPU y pleno para subida de cables. Terminación: melamina;$ 163.457,69;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
27/1/2023;OC-00012765;PRODMOBI S.A.;Silla de estructura con apoyacabezas. Respaldo de red y asiento tapizado ecocuer, giratoria con ruedas, contacto permanente, regulación de altura a gas y sincro. Apoyo lumbar, brazos regulables y base cromada.;$ 229.382,25;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
30/1/2023;OC-00012779;Rutatlantica SA - Rutatlantica ;R3;$ 14.049.762,52;Pesos;Subgerencia de RRHH y RSE;Licitacion Publica Nacional
30/1/2023;OC-00012780;COIVALSA S.A.;REDETERMINACION R1 COIVALSA OC 10037;$ 1.191.580,82;Pesos;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso A
30/1/2023;OC-00012767;Sisal SA;Redeterminacion 3 del contrato OC-00011237;$ 4.196.816,49;Pesos;Subgerencia de Servicios de Transporte Audiovisual y Satelitales;Licitacion Publica Nacional
30/1/2023;OC-00012768;Sisal SA;Redeterminacion 4 del contrato OC-00011237;$ 4.801.375,47;Pesos;Subgerencia de Servicios de Transporte Audiovisual y Satelitales;Licitacion Publica Nacional
30/1/2023;OC-00012769;BERTHIX S.A;REDETERMINACION 1 BERTHIX OC 10561 ;$ 276.903,98;Pesos;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso A
30/1/2023;OC-00012770;BERTHIX S.A;REDETERMINACION 1 BERTHIX OC 11649;$ 322.641,57;Pesos;Gerencia de Operaciones Terrestres;Compras Menores
30/1/2023;OC-00012771;DIGITAL MED S.A.;REDETERMINACION R1 DIGITAL MED OC 11445;$ 931.314,68;Pesos;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso A
30/1/2023;OC-00012772;DIGITAL MED S.A.;REDETERMINACION R1 DIGITAL MED OC 11355;$ 1.139.565,82;Pesos;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso A
30/1/2023;OC-00012773;DIGITAL MED S.A.;REDETERMINACION R1 DIGITAL MED OC 10812;$ 2.676.288,62;Pesos;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso A
30/1/2023;OC-00012774;COIVALSA S.A.;REDETERMINACION R1COIVALSA OC 10503;$ 187.653,49;Pesos;;Contratacion directa - Inciso I
30/1/2023;OC-00012775;COIVALSA S.A.;Redet.1 / OC-00010840;$ 507.817,28;Pesos;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso A
30/1/2023;OC-00012776;COIVALSA S.A.;R1 OC 11401;$ 232.357,78;Pesos;;Contratacion directa - Inciso A
30/1/2023;OC-00012778;T V FUEGO SOCIEDAD ANONIMA - COIVALSA S.A. - U.T.E;REDETERMINACION R1 T V FUEGO SOCIEDAD ANONIMA - COIVALSA S.A. - U.T.E OC 10504;$ 2.881.928,86;Pesos;;Contratacion directa - Inciso I
30/1/2023;OC-00012781;LVX   SRL;AVEVA - CF-ELITE-RHST (LVX10201) Customer FIRST - Elite - Renewal - Historian;$ 1.545,60;Dólares;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso B
31/1/2023;OC-00012782;GIFT CARD ARGENTINA S.A;Premios/Giftcards para ganadores del Prode Mundial 2022 organizado por ARSAT , todo según mail adjunto.;$ 100.000,00;Pesos;Subgerencia de RRHH y RSE;Compras Menores
31/1/2023;OC-00012783;SURISAN SA;AF234YS - SERVICE 40000 KM + ALIN ROT Y BAL - ESQUEL-NISSAN FRONTIER CD S 2.3 D 4X4 MT--2022-8ANBD33B8NL186773-GARANTIA;$ 93.620,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso F
31/1/2023;OC-00012784;Planex S.A.;Redeterminacion 4 del contrato OC-00011236;$ 12.796.874,87;Pesos;Subgerencia de Servicios de Transporte Audiovisual y Satelitales;Licitacion Publica Nacional
1/2/2023;OC-00012785;Cloudhesive LATAM LLC;Renovación de servicios de nube Amazon para el ecosistema de servicios de infraestructura y plataforma involucrados en la aplicación CUIDAR y la Base de Datos CHUC - ;$ 601.457,00;Dólares;Gerencia Comercial;Contratacion directa - Inciso F
1/2/2023;OC-00012789;SOUTHATLANTIC MARITIME S.A.; flete internacional OC 11822;$ 13.573,75;Dólares;Gerencia de Administracion y Finanzas;Contratacion directa - Inciso A
1/2/2023;OC-00012790;CARGO NET LOGISTIC S.A.;Flete Internacional OC 11496;$ 1.227,95;Dólares;Gerencia de Administracion y Finanzas;Compras Menores
1/2/2023;OC-00012791;CARGO NET LOGISTIC S.A.;Flete Internacional  OC 11975;$ 1.227,95;Dólares;Gerencia de Administracion y Finanzas;Contratacion directa - Inciso A
1/2/2023;OC-00012786;RICO RUBEN DANIEL;AD404BU - RECARGA DE MATAFUEGO DE 1 KG ABC - BENAVIDEZ-FORD F-4000D 4X4 CHASIS C/CABINA--2019-9BFLF49P4KB016542-;$ 2.800,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
1/2/2023;OC-00012787;MARMAQ Revisión Técnica Jurisdicción Nacional;AD072JC - VERIFICACION TECNICA VEHICULAR - BENAVIDEZ;$ 15.000,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
2/2/2023;OC-00012793;IOMAQ SA;PINZA AMPERIMÉTRICA DIGITAL FLUKE 305 999.9A;$ 642.074,40;Pesos;Subgerencia de Servicios de Transporte Audiovisual y Satelitales;Contratacion directa - Inciso A
2/2/2023;OC-00012794;Proplastic SRL;Cinta de Prevención Rollo x 600 mts-277000 metros-461.66 rollos;$ 3.000,00;Dólares;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso J
2/2/2023;OC-00012795;ALAMBRES RUMBOS SA;Hilo detección ;$ 23.000,00;Dólares;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso J
2/2/2023;OC-00012796;EMPACK INC SRL;Cinta de Prevención Rollo x 600 mts-277000 metros-461.66 rollos;$ 5.310,00;Dólares;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso J
2/2/2023;OC-00012797;Interbat SRL - Centro de Baterias;AC787OL - REEMPLAZO DE BATERIA X AGOTAMIENTO - BENAVIDEZ;$ 36.098,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
2/2/2023;OC-00012799;GRUPO TAM  SRL;Perforadora ;$ 14.280,06;Pesos;Subgerencia de Servicios Corporativos y Logistica;
2/2/2023;OC-00012792;Fernandez Carlos Alberto - Imprenta Big Ben;talonarios para GO;$ 36.300,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
3/2/2023;OC-00012800;EV ETIA CHARGE;instalación de cuatro estaciones de carga para vehículos eléctricos en la Estación Terrena;$ 9.189.950,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso A
3/2/2023;OC-00012802;FABRU SA;Capacitación en Word Avanzado - On line. Todo s/ especificaciones adjuntas.;$ 116.160,00;Pesos;Subgerencia de RRHH y RSE;Compras Menores
3/2/2023;OC-00012803;ENEXAR S.R.L.;Bancos capacitivos segun pliego;$ 175.450,00;Pesos;Gerencia de Operaciones Terrestres;Compras Menores
3/2/2023;OC-00012804;SARTHOU AUTOMOTORES S.A.;AD803LX - SERVICE 90000 KM + ALIN ROT Y BAL - BENAVIDEZ (urgente uso directivo)-TOYOTA COROLLA XEI PACK 1.8 CVT--2019-9BRBU3HE9K0190505-GARANTIA;$ 51.700,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso F
3/2/2023;OC-00012805;NUEVOS RUMBOS S.R.L. DR. FIX MECÁNICA INTEGRAL;AB973UM - PROVISION Y REEMPLAZO DE PALIER TRASERO DERECHO - SALTA-FORD RANGER DC 4x4 XL 2.2L D--2017-8AFAR23K9JJ041153-;$ 374.496,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
3/2/2023;OC-00012806;CABALLITO CARS SA;AF234YK - SERVICE 60000 KM + ALIN ROT Y BAL - BENAVIDEZ-NISSAN FRONTIER CD S 2.3 D 4X4 MT--2022-8ANBD33B0NL168851-GARANTIA;$ 96.100,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso F
3/2/2023;OC-00012807;DESTEFANO NORA EDITH - NEUMATICOS CENTRO;12 cubiertas TIPO AT/R 245 70 R16 111T DUELER REVO2 BRIGESTONE  ATR - BENAVIDEZ;$ 1.333.200,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
3/2/2023;OC-00012808;SERVICIOS ARGENTINOS DE SEGURIDAD EMPRESARIA S A;Contratación de Servicio de Seguridad para la Estación Terrena de Benavidez, Depósito Externo y Sitios del Gran Buenos Aires e Interior del país - por 120 días;$ 190.575.000,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso I
6/2/2023;OC-00012817;Fabrica S.R.L.;Reparación Formosa;$ 21.267.381,00;Pesos;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso M
6/2/2023;OC-00012814;Ibercom Multicom SA;Reparación Buenos Aires;$ 77.100.000,00;Pesos;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso M
6/2/2023;OC-00012815;Construcciones Electromecanicas Oeste S.A. - CEOSA;Reparación Chaco;$ 8.155.000,00;Pesos;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso M
6/2/2023;OC-00012816;Ibercom Multicom SA;Redeterminacion N° 2;$ 15.699.158,74;Pesos;Gerencia de Operaciones Terrestres;Licitacion Publica Nacional
6/2/2023;OC-00012809;MOTORES ELECTROMECANICA ATLAS S.A.;Reparación completa, tanto mecánica como eléctrica de un motor central marca Davica,modelo FL8754, de ½ HP, de equipos de A. Acond. Westric;$ 75.020,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
6/2/2023;OC-00012811;Capristo Jorge Armando - SERAC MOTORS;AB263RK - PROVISION Y REEMPLAZO DE MANGUERA DE INTERCOOLER + EMBRAGUE COMPLETO Y CRAPODINA + RETEN DE BANCADA  + ADAPTADOR DE CILINDRO + LIQ DE FRENO - FORMOSA -FORD RANGER DC 4x4 XL 2.2L D--2017-8AFAR23J0HJ007264-;$ 544.273,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
6/2/2023;OC-00012812;Diesel Rusconi S.R.L.;LEU457 - EXTRACCION Y COLOCACION DE BOMBA E INYECTORES + LIMPIEZA Y CALIBRACION + 4 TOBERAS + 4 VASTAGOS Y VALVULAS + JUNTAS Y RETENES - BENAVIDEZ-RENAULT MASTER PH3 DCI 120 L--2012-93YADC1D6CJ147774-;$ 366.450,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
6/2/2023;OC-00012813;INDUGROUP S.A.;KUX006 - 2 CUBIERTAS 225 70 15 TIPO FATE AVANTIA AR410 O SIMILAR - BENAVIDEZ-MERCEDES BENZ SPRINTER 313CDI/3550-mixt04+1--2012-8AC903662CE055289-;$ 254.826,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
6/2/2023;OC-00012818;MARMAQ Revisión Técnica Jurisdicción Nacional;AD072JC - DIF DE PRECIO DE VTV - BENAVIDEZ;$ 500,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
7/2/2023;OC-00012829;CINETIK S R L;Reparación Córdoba;$ 9.400.000,00;Pesos;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso M
7/2/2023;OC-00012827;OCP TECH LLC;2000 Meraki MR36 Wi-Fi 6 Indoor AP + Meraki MR Enterprise License, 3YR;$ 1.805.000,00;Dólares;Subgerencia de Servicios de Transporte Audiovisual y Satelitales;Contratacion directa - Inciso B
7/2/2023;OC-00012824;IMC Ingenieria - Steigerwald Juan Carlos;Verificacion estructuras EDT´s Campana, Luján y Baradero;$ 7.901,31;Dólares;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
7/2/2023;OC-00012821;Nacion Seguros S.A.;"Póliza sobre la provisión servicios VSAT de Internet con destino a 21 juzgados de paz. 	Cliente final: Poder Judicial de la Provincia de Neuquén 	Desde 11/01/2023 durante 24 meses. 	Monto asegurado: U$S 20.192, facturación trimestral: U$S 49,91";$ 399,28;Dólares;Gerencia Comercial;Contratacion directa - Inciso K
7/2/2023;OC-00012828;Mancrol S.A.;R1 Mancrol OC 11657;$ 6.096.906,39;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso A
7/2/2023;OC-00012822;NUEVOS RUMBOS S.R.L. DR. FIX MECÁNICA INTEGRAL;AC787OZ - REEMPLAZO URGENTE SISTEMA DE FRENO DE MANO - SALTA-CHEVROLET S10 2.8TD 4X4 DC LT L17--2018-9BG148FK0JC446749-;$ 43.500,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
8/2/2023;OC-00012830;RUILARSA SRL;Reparación Misiones;$ 8.130.000,00;Pesos;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso M
8/2/2023;OC-00012831;NEUTICS S.A.P.E.M.;Reparación Neuquén;$ 10.600.000,00;Pesos;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso M
8/2/2023;OC-00012832;LA RIOJA TELECOMUNICACIONES SAPEM;Reparación Jujuy;$ 5.700.000,00;Pesos;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso M
8/2/2023;OC-00012835;DEDICADO CARRIER INTERNACIONAL ZF SA;Hardware;$ 836.768,27;Dólares;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso B
8/2/2023;OC-00012837;MICROCOM USA LLC;Fuentes para Acces Point;$ 8.490,00;Dólares;Gerencia Comercial;Compras Menores
8/2/2023;OC-00012836;GIGARED S.A.;Obra Retrasado en al Prov St Fe loc F.L.Beltran por obras en acceso a la ciudad, tareas a realizar: tunelado dirigido por 150mts + provisión e instalación de tritubo;$ 496.375,00;Pesos;Gerencia de Operaciones Terrestres;Compras Menores
